epoch,acc,loss
0,0.09121621621621621,3.3380797875894084
1,0.20270270270270271,2.8648900315568255
2,0.32432432432432434,2.3212962215011186
3,0.4331081081081081,1.9319634437561035
4,0.5614864864864865,1.6058099269866943
5,0.6189189189189189,1.334733647913546
6,0.6871621621621622,1.1112482670191173
7,0.7297297297297297,0.9668747682829161
8,0.7567567567567568,0.8206196514335838
9,0.7993243243243243,0.700741602923419
10,0.8236486486486486,0.6034397305669011
11,0.8324324324324325,0.5813196568875699
12,0.8817567567567568,0.45331788804080037
13,0.8763513513513513,0.4432959691898243
14,0.9,0.3796270605680105
15,0.9087837837837838,0.33144723305831086
16,0.9168918918918919,0.3087139044259046
17,0.9378378378378378,0.26338287318075027
18,0.9418918918918919,0.25177042903126895
19,0.9391891891891891,0.24060933863794481
20,0.9567567567567568,0.19192397111171
21,0.9601351351351352,0.18214425074087606
22,0.9608108108108108,0.18499569635133487
23,0.9594594594594594,0.16818190249236856
24,0.977027027027027,0.14289206963133166
25,0.9804054054054054,0.12379095651007987
26,0.9837837837837838,0.11072831113596221
27,0.9743243243243244,0.11626467173163955
28,0.9817567567567568,0.11209198349230998
29,0.9817567567567568,0.0965770297759288
30,0.9844594594594595,0.0954576505197061
31,0.9858108108108108,0.09702177140358333
32,0.9898648648648649,0.07425924897999377
33,0.9912162162162163,0.06548215702578829
34,0.9918918918918919,0.06729837639911755
35,0.9898648648648649,0.06287001407629735
36,0.9945945945945946,0.04815408750563054
37,0.9932432432432432,0.05912620485634417
38,0.9993243243243243,0.04161449787584511
39,0.9972972972972973,0.0371262844551254
