epoch,acc,loss
0,0.21081081081081082,2.978012767997948
1,0.4918918918918919,2.052629240139111
2,0.6513513513513514,1.5167022498878273
3,0.7074324324324325,1.223742086822922
4,0.8081081081081081,0.8968981324015437
5,0.8351351351351352,0.758288746588939
6,0.8689189189189189,0.5857630381713043
7,0.8824324324324324,0.5286862468397295
8,0.9168918918918919,0.4286155987430263
9,0.9310810810810811,0.3790174265165587
10,0.9378378378378378,0.32729963966318076
11,0.95,0.29500913297807846
12,0.9554054054054054,0.25560432076454165
13,0.9574324324324325,0.2460786782406472
14,0.9736486486486486,0.19723261852522153
15,0.9831081081081081,0.15584716829093728
16,0.9756756756756757,0.16828697388236588
17,0.9837837837837838,0.13758174873687126
18,0.9662162162162162,0.1877197942218265
19,0.9824324324324324,0.12892726675884145
20,0.9898648648648649,0.12280445114986317
21,0.981081081081081,0.12032847899842906
22,0.9905405405405405,0.09391644927295478
23,0.9912162162162163,0.09270489828006641
24,0.9925675675675676,0.07784418777839558
25,0.9912162162162163,0.08431435593882122
26,0.9945945945945946,0.07013118126102395
27,1.0,0.05778935022048048
28,0.9979729729729729,0.05720387540153555
29,0.9986486486486487,0.049257678558697574
30,0.9966216216216216,0.04921765585203428
31,0.9979729729729729,0.047191413834288314
32,0.9986486486486487,0.04154777039547224
33,0.995945945945946,0.05492204327035595
34,0.9972972972972973,0.04330252566047617
35,1.0,0.032189314107637146
36,0.9993243243243243,0.03908714192944604
37,0.9993243243243243,0.03488580322748906
38,0.9986486486486487,0.03866865159691991
39,0.9844594594594595,0.07967861989462698
