epoch,acc,loss,val_acc,val_loss
0,0.3547297297297297,2.4733662579510662,0.08086253337140353,7.705931953985415
1,0.5972972972972973,1.258088883838138,0.0727762800021313,13.523043056703964
2,0.6932432432432433,0.9566191976134841,0.06469002699434276,11.63772942884913
3,0.7709459459459459,0.7208605524655934,0.16442048565718043,6.716914507256686
4,0.8202702702702702,0.5546198113544567,0.3935309974652416,2.7169788140813615
5,0.8391891891891892,0.48981098323254973,0.5094339621034916,2.175919983264892
6,0.8378378378378378,0.4730734483615772,0.30997304678605897,4.37476608952422
7,0.847972972972973,0.4659627798441294,0.26145552496383134,5.2048149725818895
8,0.8885135135135135,0.33850494019083077,0.49326145536494703,2.6379526059903866
9,0.8871621621621621,0.36965307802767366,0.17520215641456152,8.312099242146125
10,0.8885135135135135,0.3568547561361983,0.40431266902591984,3.9081875378230833
11,0.9162162162162162,0.28049651738759634,0.3908355796754842,3.321105764239946
12,0.9418918918918919,0.17681812378200326,0.6900269533746005,1.1156994481935012
13,0.9344594594594594,0.20727206710222604,0.5121293802145678,1.865740608976215
14,0.9398648648648649,0.1867821739332096,0.7385444739115528,1.1411851898357874
15,0.952027027027027,0.14609787979641475,0.6522911049606344,1.4031013767674285
16,0.947972972972973,0.1546111501149229,0.7789757415612111,0.8333078646916906
17,0.952027027027027,0.15134922538858814,0.765498652612424,0.8993617574159668
18,0.9594594594594594,0.11175224893801922,0.6900269540172381,1.215147245283718
19,0.9459459459459459,0.16525810018584536,0.8787061986576193,0.3849285747805696
20,0.9506756756756757,0.14336463051873286,0.7789757407579139,0.7400502472553613
21,0.9614864864864865,0.11332291872114748,0.26415094387820465,8.830073701082215
22,0.9736486486486486,0.07992666814778303,0.5175202161154014,2.488731879108357
23,0.975,0.07073834363270451,0.14285714293747256,11.182484747585903
24,0.9540540540540541,0.14857198840661628,0.14824797845674012,11.54264241858634
25,0.9641891891891892,0.11309315320607778,0.4555256066296621,2.8742507725070428
26,0.9621621621621622,0.1148072217364569,0.6684636116991789,1.3623136696468467
27,0.9304054054054054,0.2399393906464448,0.5148247984059737,2.63556840670398
28,0.9398648648648649,0.18118973634633664,0.6010781680798595,2.2868024634543778
29,0.9756756756756757,0.08639328647908327,0.7196765493832509,1.013796975349159
30,0.9817567567567568,0.04904430289123509,0.8840970364863661,0.4364240568763805
31,0.9804054054054054,0.06467103771550732,0.9326145544527676,0.2682436234706817
32,0.9932432432432432,0.024520598558356633,0.9164420477142231,0.36557993935446215
33,0.9912162162162163,0.033061722119817054,0.8679245286232057,0.5525097983545371
34,0.9925675675675676,0.0322396381430932,0.7789757426858269,0.7884973690034244
35,0.9905405405405405,0.033884842872518944,0.9433962256117973,0.23354391942448371
36,0.9932432432432432,0.026879115266775763,0.935309973367141,0.2355367707595671
37,0.9945945945945946,0.027052523616097262,0.8652291097088323,0.45011093746619724
38,0.9918918918918919,0.02706328874479073,0.8948787073240768,0.37672960332461763
39,0.9716216216216216,0.09388381796511444,0.5148247980043252,3.090207508632115
