epoch,acc,loss,val_acc,val_loss
0,0.16891891891891891,3.3144997648290686,0.10242587568946283,7.328891234899146
1,0.38175675675675674,2.2667498472574596,0.13207547173827805,5.160265835147662
2,0.4885135135135135,1.75863141046988,0.03773584905660377,15.207776277855722
3,0.5918918918918918,1.3044604578533687,0.04043126684636118,15.288494284904871
4,0.6202702702702703,1.2804140799754375,0.2991913740204351,2.9919586014554826
5,0.6878378378378378,1.0618523211092563,0.2857142853929669,4.205570316057642
6,0.7398648648648649,0.8384777745685061,0.2776280324253432,4.856560898598314
7,0.7844594594594595,0.6632265728873176,0.36388140217955867,3.676533695822456
8,0.7668918918918919,0.7935919890532622,0.3962264160582961,3.7711157605975787
9,0.8175675675675675,0.6499260570551898,0.6091644211278129,1.4330674483769665
10,0.870945945945946,0.420956378369718,0.7735849071063121,0.7531900062072631
11,0.8506756756756757,0.41367067952413816,0.7493261469984954,0.9932879079384302
12,0.8851351351351351,0.3737508704533448,0.7196765513111639,1.0352742244612496
13,0.8608108108108108,0.41049635088121567,0.5983827480408702,1.804877294684356
14,0.893918918918919,0.3099914450903197,0.6846361181164045,1.1866427018957317
15,0.8777027027027027,0.3736956247606793,0.7385444739115528,0.8795313343526218
16,0.9331081081081081,0.21584724582530357,0.8355795162707326,0.48068750515138364
17,0.9155405405405406,0.24618326592687015,0.5956873313757287,1.7466712496030041
18,0.9385135135135135,0.19037732312808164,0.857142858267473,0.44766457149924616
19,0.9101351351351351,0.28468384557479137,0.8086253372485426,0.720600603163403
20,0.9141891891891892,0.2816341430351541,0.7223719671730082,1.7143722830435657
21,0.9472972972972973,0.1440420224859908,0.687331536709459,1.3617102408987491
22,0.9418918918918919,0.18296566796866623,0.8625336938469879,0.465050108590216
23,0.9695945945945946,0.09825762068299022,0.8517520207600452,0.4904933095460311
24,0.952027027027027,0.14883848273673572,0.7358490580497083,1.0088792163728062
25,0.9364864864864865,0.21882849671953433,0.7789757415612111,0.7929657226142215
26,0.9351351351351351,0.2158815324306488,0.6388140160118473,1.8446548447776034
27,0.9594594594594594,0.14428460753044567,0.797843664964897,1.0704779746236828
28,0.9371621621621622,0.22668557799345737,0.5040431253993608,2.79916396937923
29,0.9574324324324325,0.16241959768372613,0.8328840962317433,0.5623591654705551
30,0.9743243243243244,0.08802346450251503,0.8301886806912178,0.7206307758860833
31,0.947972972972973,0.1578447344536717,0.8328840984809752,0.833975826633587
32,0.9790540540540541,0.06638299246897568,0.8921832887310224,0.4335371484814307
33,0.9790540540540541,0.08358284229966434,0.7358490572464113,0.9989948144177542
34,0.9736486486486486,0.07992812618613243,0.870619946412963,0.4583672134060101
35,0.9682432432432433,0.09778881833158634,0.889487869816649,0.3903342368949777
36,0.9804054054054054,0.05594685826249219,0.8194070092108693,0.691109309620613
37,0.975,0.08408069516960028,0.6765498655504294,1.4841351003017065
38,0.9459459459459459,0.16925681837507198,0.6415094326769888,2.6873999503102266
39,0.977027027027027,0.07125753937540828,0.8625336919190749,0.5486363659730819
