epoch,acc,loss,val_acc,val_loss
0,0.20675675675675675,3.177336213395402,0.029649595366012697,15.433933779878437
1,0.3344594594594595,2.577746464755084,0.04043126684636118,15.065634856005563
2,0.5283783783783784,1.8752247449514028,0.07008086257385758,10.218560856307613
3,0.5797297297297297,1.5299063386143865,0.1644204848538833,7.6439476758643305
4,0.6560810810810811,1.2874274537370012,0.14016172514771516,6.0026515873294635
5,0.7337837837837838,0.985760277670783,0.16172506746577445,8.133992570429799
6,0.7358108108108108,0.8859166183987179,0.28840970358437285,4.365399791866621
7,0.7141891891891892,1.0396587023863921,0.09703504010994801,10.691072181228678
8,0.7040540540540541,1.0296112253859235,0.12398921768620329,6.605576223440248
9,0.8,0.6256436889236038,0.2048517525035416,6.54809423534054
10,0.8256756756756757,0.5419447563789986,0.4555256051837273,3.2921796686887097
11,0.8506756756756757,0.41082755391662185,0.5983827499687833,1.7670149048062347
12,0.8912162162162162,0.3483213980455656,0.7331536380107191,0.86704305834526
13,0.8925675675675676,0.32129029277208687,0.7897574115956247,0.6901549209320963
14,0.8797297297297297,0.3849546049092267,0.7762803229681565,0.9057630155928372
15,0.9101351351351351,0.29207356427166914,0.7142857157316491,0.9850988421800002
16,0.925,0.2307504896376584,0.824797842862471,0.6606815760187061
17,0.9135135135135135,0.2638303779266976,0.6172506744970851,1.6241518088749476
18,0.825,0.5865606105005419,0.46900269525713034,3.9666805569373693
19,0.9209459459459459,0.2354093564523233,0.8382749337391712,0.5543020570856542
20,0.9371621621621622,0.17768127072501827,0.8140161720247603,0.6684795802815584
21,0.9445945945945946,0.15913399812337514,0.8948787073240768,0.34208398928860767
22,0.95,0.1560422359688862,0.8382749337391712,0.5134537402349663
23,0.9297297297297298,0.20469040161854513,0.7574124003677677,0.8873465620282526
24,0.9594594594594594,0.12873923928552383,0.8867924520268916,0.38822011067218215
25,0.9418918918918919,0.17730199928219254,0.824797845111703,0.6672523509299337
26,0.9371621621621622,0.19661303154520085,0.8086253361239266,0.9174362665238085
27,0.9574324324324325,0.14390157163143158,0.8490566029702878,0.6317771967209252
28,0.9635135135135136,0.09860474813628842,0.9245283010834954,0.2765203434823337
29,0.975,0.07179898394120707,0.8625336922403937,0.47629732375517686
30,0.9668918918918918,0.09232754577454683,0.9029649606933491,0.3266872001304781
31,0.956081081081081,0.14954054327429953,0.8571428585887919,0.5413493393566409
32,0.9702702702702702,0.10000995860711949,0.8167115894931989,0.7975304978234428
33,0.9641891891891892,0.11852076003277624,0.8814016172506739,0.3983450300609969
34,0.9628378378378378,0.10515080276574637,0.9056603784831065,0.2880525160028607
35,0.9702702702702702,0.11359509707906762,0.9164420496421362,0.2699962476032442
36,0.9425675675675675,0.1824767633064373,0.8625336930436908,0.5511927807106162
37,0.9587837837837838,0.11989360735625834,0.8787062005855324,0.4801675605806058
38,0.9695945945945946,0.10057192293776049,0.889487869816649,0.45926141208715515
39,0.9871621621621621,0.047660071256797054,0.9110512121347083,0.3178733082392788
