epoch,acc,loss
0,0.07094594594594594,3.3854689056808884
1,0.1831081081081081,2.894139851750554
2,0.2797297297297297,2.5385358333587646
3,0.3831081081081081,2.186997019278037
4,0.4891891891891892,1.8221013636202426
5,0.5756756756756757,1.5604287804784
6,0.6135135135135135,1.2950332738257744
7,0.702027027027027,1.119936812246168
8,0.7601351351351351,0.9389395443168846
9,0.7655405405405405,0.8429344718520706
10,0.8101351351351351,0.6802535018405399
11,0.822972972972973,0.6287914868947622
12,0.8574324324324324,0.5287778422639177
13,0.8533783783783784,0.5114626581604417
14,0.8756756756756757,0.4436611591158686
15,0.897972972972973,0.39110909120456594
16,0.9087837837837838,0.3397991539658727
17,0.918918918918919,0.3248511249954636
18,0.9371621621621622,0.2648413229633022
19,0.9445945945945946,0.23303008079528809
20,0.9459459459459459,0.2178325060251597
21,0.9513513513513514,0.19930429974117794
22,0.9635135135135136,0.17135093099362142
23,0.9662162162162162,0.15469536394686312
24,0.956081081081081,0.17864941882120597
25,0.9831081081081081,0.12315806553170487
26,0.975,0.12077475097533819
27,0.9837837837837838,0.1013584572721172
28,0.9783783783783784,0.10521857637811352
29,0.9831081081081081,0.10541394860357851
30,0.9844594594594595,0.09065852390753257
31,0.9756756756756757,0.10560383305356309
32,0.9743243243243244,0.11658682315736203
33,0.9864864864864865,0.07244793378018044
34,0.9932432432432432,0.06182351968175656
35,0.9905405405405405,0.06182443398881603
36,0.9945945945945946,0.05283867106647105
37,0.9878378378378379,0.05726959681188738
38,0.9858108108108108,0.06702673290226911
39,0.995945945945946,0.04555019901410953
