epoch,acc,loss
0,0.12364864864864865,3.1623916651751545
1,0.38513513513513514,2.3372548567282188
2,0.6006756756756757,1.5440797728461189
3,0.727027027027027,1.0313571614188117
4,0.8114864864864865,0.7231795742705062
5,0.8581081081081081,0.5833466781152261
6,0.9060810810810811,0.41688472644702806
7,0.9317567567567567,0.3305887670130343
8,0.9445945945945946,0.26183381692783253
9,0.9648648648648649,0.2077545166015625
10,0.9797297297297297,0.1565656383698051
11,0.9804054054054054,0.14090073213383958
12,0.9878378378378379,0.10989462789651509
13,0.9878378378378379,0.1086405322358415
14,0.9932432432432432,0.07656345987642134
15,0.995945945945946,0.06475566923618317
16,0.9939189189189189,0.0631617830411808
17,0.9979729729729729,0.04899089034344699
18,0.9979729729729729,0.04829501219697901
19,1.0,0.03177820115878775
20,0.9993243243243243,0.03020959007176193
21,0.9972972972972973,0.03153787756691108
22,0.9979729729729729,0.03660270686487894
23,0.9979729729729729,0.036459396255982886
24,1.0,0.023024750984198337
25,0.9993243243243243,0.02357819364280314
26,0.9986486486486487,0.023522404520898252
27,0.9986486486486487,0.022219290403095452
28,0.9966216216216216,0.02637333880002434
29,0.9993243243243243,0.019503861746272524
30,1.0,0.014552758160877872
31,1.0,0.01323036841444067
32,1.0,0.014275978404927898
33,0.9945945945945946,0.03287923985437767
34,0.9966216216216216,0.03336924288321186
35,1.0,0.018719781743916305
36,0.9993243243243243,0.014592612504556372
37,0.9979729729729729,0.024915834959294347
38,1.0,0.01234251123827857
39,1.0,0.009593227243906743
