epoch,acc,loss
0,0.07837837837837838,3.4974912901182433
1,0.16486486486486487,2.9949965992489376
2,0.27702702702702703,2.522713159870457
3,0.44932432432432434,2.039185482746846
4,0.497972972972973,1.769189437660011
5,0.5486486486486486,1.5696530123014707
6,0.6324324324324324,1.2781187005945154
7,0.706081081081081,1.0759203769065238
8,0.725,0.9365584673108281
9,0.7972972972972973,0.7408335009136715
10,0.8162162162162162,0.6583300120121723
11,0.8358108108108108,0.5941310976002667
12,0.8675675675675676,0.487415683591688
13,0.8804054054054054,0.44724349363430127
14,0.9054054054054054,0.3797764391512484
15,0.918918918918919,0.3299912294825992
16,0.9283783783783783,0.2923583193405255
17,0.9432432432432433,0.24577380821511552
18,0.9425675675675675,0.23041940202584138
19,0.9533783783783784,0.21319409431637945
20,0.9682432432432433,0.16879606585244875
21,0.9716216216216216,0.1522280039014043
22,0.9797297297297297,0.14706427970448055
23,0.975,0.13873451424611583
24,0.9695945945945946,0.13917882192779232
25,0.977027027027027,0.13291102067844288
26,0.9864864864864865,0.09633667026017163
27,0.9898648648648649,0.09780949281679617
28,0.9844594594594595,0.09643562718017681
29,0.9858108108108108,0.09974376587448894
30,0.9918918918918919,0.081349933993172
31,0.9891891891891892,0.07890018724106454
32,0.9932432432432432,0.06640101320840217
33,0.9912162162162163,0.06771364210022462
34,0.9925675675675676,0.05910945448118287
35,0.9898648648648649,0.06149816319749162
36,0.9932432432432432,0.05555577845992269
37,0.9891891891891892,0.0791752231684891
38,0.9932432432432432,0.060213103568231736
39,0.9939189189189189,0.05812142938375473
