epoch,acc,loss
0,0.07905405405405405,3.5006644970661887
1,0.1885135135135135,2.923421333931588
2,0.2885135135135135,2.5030717308456834
3,0.3783783783783784,2.137828033034866
4,0.4810810810810811,1.881015445090629
5,0.5297297297297298,1.6245089820913365
6,0.6378378378378379,1.3173741630605749
7,0.7162162162162162,1.0877411655477576
8,0.722972972972973,0.9580921585495408
9,0.7445945945945946,0.8483806803419783
10,0.7817567567567567,0.7407109421652717
11,0.8108108108108109,0.6298866690816106
12,0.8202702702702702,0.5817529162845096
13,0.8716216216216216,0.4599266309995909
14,0.8770270270270271,0.4413719818398759
15,0.8932432432432432,0.40613799127372535
16,0.9128378378378378,0.34432657344921214
17,0.9148648648648648,0.3222361013696
18,0.9243243243243243,0.2819398222742854
19,0.9277027027027027,0.24745120873322357
20,0.9506756756756757,0.21391691178888889
21,0.9506756756756757,0.21521969163740004
22,0.95,0.20983192501841363
23,0.9608108108108108,0.17265495077983753
24,0.9689189189189189,0.1567496741140211
25,0.9662162162162162,0.15439780435046635
26,0.9756756756756757,0.1313178572300318
27,0.9777027027027027,0.12524289343808148
28,0.9783783783783784,0.12037462898202844
29,0.9763513513513513,0.1284513187569541
30,0.9837837837837838,0.0974726112307729
31,0.9831081081081081,0.08843235808449823
32,0.9864864864864865,0.07454735999171798
33,0.9831081081081081,0.09148527705991591
34,0.9878378378378379,0.07255562302228567
35,0.9797297297297297,0.09909097121374028
36,0.9912162162162163,0.06851211460055531
37,0.9905405405405405,0.062063071453893504
38,0.9898648648648649,0.06282106452697032
39,0.9925675675675676,0.059837280415199895
