epoch,acc,loss
0,0.14594594594594595,3.156860521677378
1,0.44797297297297295,2.118662162729212
2,0.6459459459459459,1.366303237708839
3,0.7621621621621621,0.9459197998046875
4,0.8290540540540541,0.68983034314336
5,0.8770270270270271,0.4963631617056357
6,0.9155405405405406,0.3830201516280303
7,0.9581081081081081,0.27646507765795736
8,0.9540540540540541,0.2359174129125234
9,0.9689189189189189,0.19580819381249917
10,0.9790540540540541,0.151949485894796
11,0.9858108108108108,0.1275090175705987
12,0.975,0.13841708850216222
13,0.9918918918918919,0.0808813643616599
14,0.9972972972972973,0.06613637490852459
15,0.995945945945946,0.06304637950819891
16,0.9986486486486487,0.05840866183106964
17,0.9993243243243243,0.04382075345194018
18,0.9952702702702703,0.04957572978896064
19,0.9925675675675676,0.057818194700253976
20,0.9986486486486487,0.03640813672462025
21,0.9945945945945946,0.04812423792239782
22,0.9972972972972973,0.03490224907527099
23,0.9993243243243243,0.025487717623646194
24,0.9945945945945946,0.04005158058292157
25,0.9993243243243243,0.022647995119159287
26,0.9993243243243243,0.021629015134798514
27,1.0,0.018913585350320145
28,1.0,0.016205655712936376
29,1.0,0.013434715689839543
30,0.9993243243243243,0.013717066265038541
31,0.9993243243243243,0.01572930648721553
32,0.9986486486486487,0.026575811297909632
33,1.0,0.015614176340199806
34,0.9993243243243243,0.013770005816744792
35,1.0,0.01244209465142843
36,0.9993243243243243,0.012172724930821239
37,1.0,0.013720375098086691
38,0.9986486486486487,0.013112888857722282
39,0.9993243243243243,0.011991886880148102
