epoch,acc,loss
0,0.08378378378378379,3.3821118921846955
1,0.21824324324324323,2.7764335857855307
2,0.3081081081081081,2.403529440390097
3,0.3952702702702703,2.0050705059154614
4,0.5222972972972973,1.644073622935527
5,0.6425675675675676,1.3460933865727605
6,0.6783783783783783,1.164022590662982
7,0.7439189189189189,0.9530025018228067
8,0.8148648648648649,0.7447318325171599
9,0.8344594594594594,0.6473266298706467
10,0.856081081081081,0.5614567176715748
11,0.8885135135135135,0.46747547710264054
12,0.9027027027027027,0.3917151267464096
13,0.9243243243243243,0.3414757825232841
14,0.9445945945945946,0.28172911405563356
15,0.9668918918918918,0.2189760842838803
16,0.9527027027027027,0.22394923438897005
17,0.9601351351351352,0.2043706178665161
18,0.9662162162162162,0.18011940298853693
19,0.9783783783783784,0.14825338125228882
20,0.9797297297297297,0.1306808614247554
21,0.9851351351351352,0.11341129074225555
22,0.9918918918918919,0.09287521452517122
23,0.995945945945946,0.0793977785352114
24,0.9817567567567568,0.10603710960697484
25,0.9898648648648649,0.08738921780038525
26,0.9932432432432432,0.06995984593758713
27,0.9918918918918919,0.06822524223778699
28,0.9945945945945946,0.05302077213654647
29,0.9952702702702703,0.05342399087306615
30,0.9939189189189189,0.057974496584486314
31,0.9972972972972973,0.05304592835742074
32,1.0,0.03429489049154359
33,0.9993243243243243,0.03966686159775064
34,0.9993243243243243,0.031450322089163034
35,0.9966216216216216,0.035951715305044846
36,1.0,0.028541798668133247
37,0.9966216216216216,0.03409480390113753
38,0.9979729729729729,0.03527212106698268
39,0.9966216216216216,0.033274339884519576
