epoch,acc,loss
0,0.09324324324324325,3.3830394564448176
1,0.19324324324324324,2.9397170814307962
2,0.2702702702702703,2.5992516259889347
3,0.40540540540540543,2.0935152337357805
4,0.5263513513513514,1.6749294693405563
5,0.5912162162162162,1.4614403801995355
6,0.6635135135135135,1.218724351315885
7,0.7358108108108108,1.0196640787897884
8,0.7722972972972973,0.9283763357110926
9,0.8168918918918919,0.7216101388673525
10,0.825,0.6498941943452164
11,0.85,0.5700338241216298
12,0.8729729729729729,0.5176398087192227
13,0.8986486486486487,0.4102515761916702
14,0.9256756756756757,0.3476838488836546
15,0.9391891891891891,0.2894115201524786
16,0.9466216216216217,0.2610383900436195
17,0.9648648648648649,0.20588167470854682
18,0.9547297297297297,0.23013318954287348
19,0.9689189189189189,0.17982849607596527
20,0.9736486486486486,0.14512407562217197
21,0.972972972972973,0.14492194757268234
22,0.9777027027027027,0.14785608931167707
23,0.9878378378378379,0.1141367569968507
24,0.9905405405405405,0.09461654388421291
25,0.9898648648648649,0.09539159286666561
26,0.9945945945945946,0.07318121476753338
27,0.9925675675675676,0.07539659565364992
28,0.9912162162162163,0.07432345659346194
29,0.9918918918918919,0.0656204790279672
30,0.9945945945945946,0.07329273497736132
31,0.9952702702702703,0.06062121858467927
32,0.9912162162162163,0.05876753628253937
33,0.9945945945945946,0.0513003656187573
34,0.9939189189189189,0.05734594927446262
35,0.9918918918918919,0.05352657427256172
36,0.9939189189189189,0.05817472974996309
37,0.9945945945945946,0.04351726045479645
38,0.9972972972972973,0.04174011106023917
39,0.995945945945946,0.040803657935277834
