epoch,acc,loss
0,0.07905405405405405,3.461040022566512
1,0.17364864864864865,3.0259948305181554
2,0.25675675675675674,2.605636382747341
3,0.3527027027027027,2.276461838387154
4,0.44054054054054054,1.9771627593684842
5,0.5114864864864865,1.7257023630915462
6,0.5709459459459459,1.48484341518299
7,0.6162162162162163,1.316890340238004
8,0.654054054054054,1.1834785132794767
9,0.7006756756756757,1.0037826125686233
10,0.7337837837837838,0.8923430674784892
11,0.7743243243243243,0.748036898793401
12,0.797972972972973,0.6888700047054807
13,0.8027027027027027,0.6489468175011712
14,0.8378378378378378,0.5308576857721483
15,0.8722972972972973,0.4517425872184135
16,0.8729729729729729,0.4556216947130255
17,0.8932432432432432,0.3791245750478796
18,0.8729729729729729,0.41419759602160067
19,0.9033783783783784,0.34509340170267466
20,0.8993243243243243,0.3438519107328879
21,0.9074324324324324,0.33932744280712024
22,0.9162162162162162,0.30860143948245694
23,0.9331081081081081,0.26403494106756675
24,0.9452702702702702,0.22294528242704031
25,0.9385135135135135,0.2264206154926403
26,0.9493243243243243,0.1865505925706915
27,0.9540540540540541,0.18099068612665745
28,0.9567567567567568,0.18070642062135645
29,0.95,0.19331972333225045
30,0.9574324324324325,0.18835964992239668
31,0.9540540540540541,0.17958307797844344
32,0.9689189189189189,0.13873106386210468
33,0.9756756756756757,0.12316225412729624
34,0.9641891891891892,0.1429659427017779
35,0.9722972972972973,0.11944058424717671
36,0.952027027027027,0.16974196860919127
37,0.9668918918918918,0.13014968053714648
38,0.9797297297297297,0.10925202611330394
39,0.9824324324324324,0.08707624061687573
