epoch,acc,loss
0,0.125,3.266093547924145
1,0.4135135135135135,2.1863522142977327
2,0.6162162162162163,1.4224758599255536
3,0.7608108108108108,0.9592892363264754
4,0.8317567567567568,0.6641232832058056
5,0.8783783783783784,0.49343960462389763
6,0.9162162162162162,0.3765466087573283
7,0.9256756756756757,0.328135220424549
8,0.9358108108108109,0.26896054905814093
9,0.9648648648648649,0.19067476424011023
10,0.9756756756756757,0.16262937913069853
11,0.9790540540540541,0.14195622157406163
12,0.9871621621621621,0.11649665937230394
13,0.9905405405405405,0.09091463556160798
14,0.9905405405405405,0.08761409561376314
15,0.9918918918918919,0.07602215546208459
16,0.9878378378378379,0.08851204780307977
17,0.9912162162162163,0.07530467985449611
18,0.9979729729729729,0.05071897309374165
19,0.9979729729729729,0.04466342108475196
20,1.0,0.032362271080145964
21,0.9986486486486487,0.03411999608616571
22,0.9952702702702703,0.04346007511422441
23,0.995945945945946,0.03762937611019289
24,0.9972972972972973,0.034013819956296196
25,0.9972972972972973,0.0335091508723594
26,0.9986486486486487,0.026395586193413346
27,0.9993243243243243,0.0199687132561529
28,0.9972972972972973,0.03214449709331667
29,0.9979729729729729,0.02330772359226201
30,0.9966216216216216,0.02824675827412992
31,0.9979729729729729,0.023078749530218743
32,1.0,0.015285330749041325
33,0.9993243243243243,0.014787995382337956
34,0.9979729729729729,0.02552194062721085
35,0.9979729729729729,0.01913820094353444
36,0.9993243243243243,0.01818232012761606
37,0.9966216216216216,0.021280546375625844
38,1.0,0.011267475371022483
39,1.0,0.009117848320385894
