epoch,acc,loss
0,0.0891891891891892,3.484383586935095
1,0.13783783783783785,3.0827485548483358
2,0.20067567567567568,2.7934768908732646
3,0.2831081081081081,2.7085789332518706
4,0.4168918918918919,2.0595700882576606
5,0.4858108108108108,1.7964378105627523
6,0.5716216216216217,1.5178151594625937
7,0.6344594594594595,1.2824139698131665
8,0.6864864864864865,1.0881101350526552
9,0.7195945945945946,0.9654358728511914
10,0.7506756756756757,0.8442152558146296
11,0.7581081081081081,0.7999933092980771
12,0.7925675675675675,0.7032823385419072
13,0.7898648648648648,0.6762670014355634
14,0.8547297297297297,0.5388411248052443
15,0.8243243243243243,0.6032729503270742
16,0.8763513513513513,0.4631695512178782
17,0.8722972972972973,0.45882957400502383
18,0.8858108108108108,0.3834976866438582
19,0.904054054054054,0.3503007592381658
20,0.9135135135135135,0.3165765145340481
21,0.9324324324324325,0.267052474215224
22,0.9277027027027027,0.2783575563817411
23,0.9283783783783783,0.2494833016717756
24,0.9391891891891891,0.25073778967599614
25,0.9391891891891891,0.21213649946290095
26,0.9439189189189189,0.20988939275612703
27,0.9587837837837838,0.17326026558876037
28,0.9648648648648649,0.16244362278564556
29,0.9581081081081081,0.17082806229591369
30,0.9648648648648649,0.15729519112690074
31,0.9675675675675676,0.15084798158826054
32,0.9527027027027027,0.17623857565828271
33,0.975,0.1236459932617239
34,0.9662162162162162,0.13614718640172804
35,0.9628378378378378,0.14518529442516534
36,0.981081081081081,0.10528452227244506
37,0.9844594594594595,0.08919198037804783
38,0.9722972972972973,0.12205175388906453
39,0.975,0.1046401429015237
